,Age,Gender,Daily_Usage_Hours,Sleep_Hours,Academic_Performance,Social_Interactions,Exercise_Hours,Anxiety_Level,Depression_Level,Self_Esteem,Screen_Time_Before_Bed,Phone_Checks_Per_Day,Apps_Used_Daily,Time_on_Social_Media,Time_on_Gaming,Time_on_Education,Phone_Usage_Purpose,Family_Communication,Weekend_Usage_Hours,Addiction_Level
1655,13,Female,7.0,5.6,72,0,0.9,3,8,6,1.5,145,17,4.0,1.9,1.9,Gaming,9,5.0,10.0
1656,18,Female,4.6,6.6,89,0,1.3,1,1,10,0.9,105,11,2.1,2.5,0.8,Gaming,1,6.9,10.0
1657,14,Male,2.7,7.7,70,5,1.1,5,5,5,1.2,135,20,2.8,2.3,1.1,Browsing,9,5.4,10.0
1658,16,Male,2.7,8.5,74,10,1.0,7,8,2,1.7,58,16,0.9,1.8,1.8,Education,4,5.2,5.5
1659,18,Male,6.8,5.7,55,9,0.0,9,7,1,1.4,144,10,1.7,0.5,0.1,Gaming,3,6.5,10.0
1660,16,Male,3.8,4.9,91,3,1.8,4,10,7,1.9,138,12,2.6,0.0,0.8,Other,7,3.4,9.1
1661,13,Male,4.4,7.6,82,10,1.8,8,5,10,0.4,146,17,3.5,0.6,0.3,Gaming,10,4.2,10.0
1662,13,Other,4.2,7.0,53,1,0.7,1,6,6,0.4,85,18,3.1,0.5,1.1,Gaming,6,5.3,9.6
1663,14,Other,5.7,5.8,97,1,1.5,5,5,5,1.9,59,19,2.3,2.3,1.0,Other,1,9.4,10.0
1664,19,Other,3.1,5.7,90,4,1.2,4,6,3,0.6,42,8,2.7,1.0,1.3,Other,7,5.0,6.4
1665,15,Other,10.9,5.2,54,1,1.9,7,9,7,1.2,68,16,3.2,0.9,1.9,Other,5,6.1,10.0
1666,13,Male,8.0,5.7,65,6,1.7,9,2,6,0.5,89,6,0.8,3.2,0.8,Other,6,3.3,10.0
1667,16,Female,3.5,9.4,83,3,2.5,7,9,9,0.3,38,18,4.4,2.7,2.1,Social Media,1,7.7,10.0
1668,13,Female,4.1,7.4,57,8,1.2,5,9,9,1.4,42,5,2.7,3.2,1.0,Browsing,7,6.2,8.1
1669,16,Male,4.5,9.3,50,10,1.1,1,2,4,0.8,29,12,2.9,4.0,0.2,Education,2,5.2,9.7
1670,18,Other,2.6,7.2,97,3,1.5,2,2,1,0.3,124,14,1.7,0.0,1.0,Browsing,2,4.9,6.0
1671,13,Other,3.4,7.2,66,4,0.6,8,9,3,1.6,146,8,1.9,0.0,0.7,Gaming,7,8.5,6.2
1672,16,Female,6.9,8.1,53,4,0.4,7,2,4,1.0,110,7,0.7,0.4,0.9,Other,8,7.9,7.6
1673,16,Female,1.2,7.2,51,6,0.2,10,10,10,1.2,93,7,2.1,1.8,0.0,Other,1,3.4,4.8
1674,14,Other,4.6,8.5,89,7,1.7,8,10,6,0.6,61,16,2.7,0.4,0.3,Other,4,9.3,7.9
1675,14,Other,4.1,4.0,86,10,0.5,3,5,10,1.1,79,6,4.0,0.7,0.5,Gaming,7,4.3,9.6
1676,17,Male,3.1,5.3,97,5,1.5,8,1,6,1.2,139,7,4.1,2.8,1.3,Social Media,2,3.7,10.0
1677,18,Male,5.2,7.8,52,6,0.0,10,9,9,0.6,84,20,3.5,0.5,0.3,Other,6,4.3,10.0
1678,18,Other,3.5,6.8,57,1,0.2,7,2,8,1.8,83,8,1.4,0.0,1.7,Social Media,10,8.6,4.8
1679,17,Male,1.2,7.6,62,2,2.0,3,5,8,0.8,97,14,2.6,0.2,0.9,Browsing,9,6.2,4.9
1680,19,Female,5.4,3.4,66,8,0.2,10,7,5,0.2,106,11,1.2,2.0,0.1,Browsing,1,4.2,10.0
1681,13,Male,4.8,5.8,93,2,0.3,3,10,6,1.3,64,15,0.0,1.4,1.3,Education,7,3.4,7.6
1682,15,Other,3.5,8.0,74,7,0.0,9,6,3,1.2,68,19,2.3,1.8,0.0,Other,10,5.3,8.8
1683,13,Female,4.4,3.9,85,5,1.1,4,8,2,0.6,83,17,3.4,2.0,2.1,Other,9,7.7,10.0
1684,15,Female,5.2,7.5,50,5,0.6,3,3,6,1.5,97,18,1.1,0.1,0.0,Social Media,6,6.7,8.2
1685,14,Female,5.8,5.9,62,0,0.4,2,6,4,0.4,87,8,0.9,2.9,0.3,Other,7,5.9,10.0
1686,18,Other,6.2,6.4,88,8,0.6,2,7,3,0.2,82,12,3.4,1.4,0.4,Social Media,5,7.5,10.0
1687,15,Male,3.6,6.6,67,0,0.3,4,2,8,1.6,24,8,0.7,1.3,1.1,Social Media,1,2.6,4.4
1688,15,Female,4.9,5.7,88,3,0.7,10,10,5,0.5,36,12,3.0,3.4,0.7,Social Media,2,6.0,10.0
1689,13,Female,6.0,7.7,55,2,1.6,5,2,7,1.0,145,20,3.7,2.6,0.3,Social Media,1,5.0,10.0
1690,15,Male,7.3,5.0,58,1,0.6,9,9,8,0.5,36,17,1.8,3.0,1.4,Social Media,7,4.6,10.0
1691,15,Male,2.7,8.6,76,4,0.1,5,7,2,0.8,76,11,0.4,1.6,0.7,Education,7,5.8,4.1
1692,15,Female,8.3,7.1,57,6,0.0,4,2,9,1.6,36,11,4.5,1.1,3.0,Browsing,6,2.7,10.0
1693,16,Female,7.5,9.0,98,10,0.2,10,3,6,0.6,112,6,0.4,0.0,0.1,Gaming,1,3.8,6.8
1694,18,Other,5.1,8.5,85,10,1.4,8,2,1,0.5,122,15,3.2,1.0,0.2,Education,8,8.7,10.0
1695,17,Other,3.4,4.8,76,7,0.9,7,1,9,0.8,94,5,3.8,3.1,1.4,Gaming,8,6.7,10.0
1696,15,Male,4.7,6.3,72,5,1.7,9,9,6,0.7,25,11,1.6,1.2,1.5,Social Media,2,8.4,7.0
1697,16,Male,5.3,8.9,93,8,1.0,8,10,6,0.4,56,7,3.2,0.2,1.7,Browsing,2,6.3,6.8
1698,13,Female,8.3,6.1,82,6,1.6,7,6,3,0.3,106,17,2.2,0.0,0.7,Gaming,4,2.8,10.0
1699,16,Male,6.3,6.3,62,10,1.4,1,5,4,0.2,40,9,2.6,1.1,0.4,Other,3,3.5,9.4
1700,17,Female,7.0,7.3,65,7,0.0,7,4,7,0.0,25,8,2.3,2.3,1.5,Social Media,6,7.6,10.0
1701,13,Female,5.3,5.4,73,4,1.9,1,8,10,1.2,137,18,1.0,3.8,0.6,Social Media,10,6.2,10.0
1702,14,Male,3.7,9.9,50,6,1.9,7,9,9,1.5,147,13,3.3,1.8,0.9,Social Media,7,3.8,9.4
1703,18,Female,3.5,8.8,77,10,1.5,6,9,2,1.5,127,6,0.8,2.3,0.0,Gaming,7,2.9,5.9
1704,18,Female,3.3,7.6,70,0,1.8,7,4,8,0.3,51,6,2.8,3.3,0.9,Social Media,10,5.5,7.8
1705,17,Male,5.7,3.9,52,8,2.0,4,10,6,1.2,71,9,1.5,2.8,0.0,Social Media,7,8.8,10.0
1706,17,Female,4.5,5.4,83,2,1.9,6,6,4,1.0,24,16,1.5,1.1,0.2,Other,2,6.7,8.1
1707,17,Female,8.2,6.9,64,9,1.1,6,6,3,0.2,41,9,3.1,0.5,1.2,Other,6,9.2,10.0
1708,15,Female,3.6,6.1,73,6,0.0,4,10,7,1.0,37,17,3.1,1.1,1.4,Browsing,8,5.3,8.9
1709,19,Other,7.3,4.7,71,4,0.8,10,7,9,1.4,113,14,3.5,2.9,1.6,Browsing,5,4.9,10.0
1710,15,Female,4.1,5.4,75,3,0.7,1,10,1,1.0,55,18,1.7,0.3,0.3,Gaming,7,9.5,8.1
1711,15,Male,3.4,6.9,52,0,0.7,6,5,10,0.8,109,8,3.6,2.0,0.5,Education,6,8.1,9.3
1712,14,Male,3.6,9.1,69,9,1.9,1,3,6,1.2,26,18,2.6,0.1,0.0,Other,8,5.0,5.9
1713,18,Other,3.9,6.1,59,10,1.2,6,5,4,1.2,75,7,2.4,2.2,1.5,Browsing,10,8.8,8.4
1714,19,Other,9.0,6.8,95,9,1.1,5,6,1,0.3,81,14,2.1,0.7,2.0,Gaming,2,4.2,10.0
1715,18,Male,4.8,6.2,98,7,1.1,1,9,1,0.7,79,19,3.4,0.6,1.7,Other,9,1.6,10.0
1716,13,Female,5.1,5.2,73,8,1.4,4,1,3,2.1,75,5,3.2,2.2,1.5,Other,7,7.4,10.0
1717,19,Female,5.5,5.5,50,0,1.2,10,1,9,0.4,93,20,3.8,1.4,1.7,Education,9,7.7,10.0
1718,17,Male,6.3,6.7,97,1,0.3,6,1,2,1.0,126,15,2.0,2.7,0.7,Gaming,9,6.6,10.0
1719,17,Female,3.1,5.8,77,3,0.0,6,4,4,1.0,140,15,1.1,3.0,1.4,Other,4,7.3,10.0
1720,15,Male,8.7,4.8,93,1,1.7,7,9,8,0.4,26,9,2.3,2.1,0.6,Other,5,3.6,10.0
1721,13,Other,6.1,5.4,82,2,2.1,10,3,9,1.5,98,10,1.4,2.3,0.5,Other,10,7.5,10.0
1722,17,Other,1.9,5.8,77,6,1.7,5,4,6,0.3,133,14,2.3,2.1,2.1,Education,10,6.4,8.9
1723,19,Male,2.7,8.1,90,7,2.0,5,6,7,1.5,34,16,3.6,1.4,1.8,Education,2,7.7,7.5
1724,16,Other,1.5,5.7,55,8,0.7,8,4,4,1.2,48,19,2.0,1.4,0.6,Other,3,5.5,6.8
1725,18,Male,1.6,7.2,67,4,1.2,6,8,3,1.2,75,17,2.8,1.5,1.0,Social Media,1,3.8,7.2
1726,16,Female,8.1,3.8,85,3,0.9,4,4,4,1.1,98,18,3.3,1.9,2.5,Browsing,2,3.9,10.0
1727,18,Other,4.7,5.9,80,10,0.1,2,3,6,0.7,141,9,2.7,2.7,1.7,Social Media,3,6.8,10.0
1728,19,Other,6.3,8.0,90,9,1.3,4,5,3,0.9,134,20,3.1,1.7,0.0,Education,1,4.5,10.0
1729,16,Female,3.3,6.7,79,3,0.9,4,3,6,1.2,82,7,1.1,0.7,0.9,Gaming,8,7.0,4.8
1730,14,Male,4.4,6.3,66,6,0.5,2,3,8,0.6,64,8,2.2,1.5,1.2,Other,10,5.9,7.8
1731,14,Female,10.6,5.1,94,6,0.4,7,4,9,0.3,77,10,1.7,0.0,0.4,Browsing,7,3.5,10.0
1732,18,Male,0.1,3.0,76,8,2.0,6,9,7,0.6,102,10,3.1,1.4,0.8,Social Media,10,5.8,7.1
1733,16,Female,6.9,4.3,70,7,1.5,9,1,10,1.3,40,12,2.7,1.9,1.1,Browsing,10,8.4,10.0
1734,19,Other,5.5,6.2,58,7,1.3,2,1,3,0.7,76,14,1.8,1.2,0.2,Other,5,1.2,9.7
1735,16,Other,8.0,7.5,83,0,0.0,8,7,4,1.2,131,7,3.9,0.2,1.2,Education,3,9.4,10.0
1736,14,Male,8.9,6.8,76,8,2.0,7,3,8,2.2,118,11,0.5,3.3,0.9,Gaming,8,6.4,10.0
1737,15,Other,4.0,6.8,60,4,1.7,2,4,2,0.7,21,12,2.3,1.5,1.9,Gaming,3,7.1,7.2
1738,16,Female,8.2,5.6,55,6,0.0,5,5,6,0.9,116,14,1.4,2.2,1.6,Social Media,10,8.8,10.0
1739,16,Female,6.1,5.4,55,5,0.0,10,1,7,0.7,90,9,2.5,3.1,1.4,Other,10,7.0,10.0
1740,15,Other,4.6,5.8,73,1,1.1,3,7,4,0.6,127,11,2.2,2.1,1.3,Social Media,8,2.2,10.0
1741,14,Male,3.8,6.4,70,5,1.1,7,4,5,0.9,74,19,2.3,0.0,0.4,Browsing,1,4.2,8.2
1742,13,Female,6.0,6.4,91,4,2.0,9,4,3,1.6,38,17,1.0,1.1,0.0,Browsing,10,6.2,9.1
1743,16,Male,7.0,8.1,99,8,0.9,6,5,8,1.1,51,5,4.4,1.7,2.9,Social Media,7,9.0,10.0
1744,15,Other,3.3,6.5,79,10,0.1,5,4,6,1.4,31,7,2.6,2.7,0.3,Browsing,4,4.2,7.4
1745,14,Female,4.5,6.8,67,0,1.0,9,3,9,1.8,95,16,3.8,1.9,0.2,Education,2,5.6,10.0
1746,16,Male,6.1,7.1,55,3,1.0,3,5,4,0.7,51,14,1.4,1.2,1.0,Browsing,7,8.3,9.0
1747,14,Female,3.1,5.3,97,9,1.3,2,4,7,0.1,21,7,2.7,0.1,0.5,Education,8,6.0,5.1
1748,19,Male,6.4,7.6,61,9,2.1,10,7,4,1.5,125,5,2.2,0.3,0.3,Browsing,5,5.6,8.6
1749,19,Male,7.1,5.9,66,3,0.9,10,10,10,0.8,48,6,2.9,0.8,1.6,Browsing,1,6.3,10.0
1750,16,Other,6.8,6.8,66,8,1.4,2,9,9,1.0,77,8,3.5,0.5,0.4,Social Media,4,7.1,10.0
1751,17,Other,5.3,6.9,84,3,1.5,5,7,7,0.2,56,6,1.0,1.6,0.8,Browsing,10,2.8,6.8
1752,13,Male,5.7,8.2,57,1,1.5,5,8,1,1.3,59,13,1.0,1.6,0.9,Education,1,3.7,8.0
1753,13,Female,4.8,9.1,55,3,1.2,6,3,4,1.8,87,20,2.1,3.1,1.3,Gaming,10,2.1,10.0
1754,16,Female,5.4,7.2,76,10,2.5,1,6,6,1.5,81,19,3.6,0.4,0.9,Education,1,8.0,10.0
1755,15,Other,3.9,4.9,64,3,1.3,9,10,8,0.9,136,20,2.2,0.9,0.6,Education,2,5.0,10.0
1756,14,Male,7.2,6.1,77,9,0.0,1,3,2,1.1,26,7,0.8,1.9,1.2,Social Media,1,3.7,8.8
1757,15,Other,4.9,6.3,94,0,1.4,3,1,9,0.5,142,13,4.8,0.0,1.2,Browsing,10,6.8,10.0
1758,15,Female,8.0,4.7,71,3,0.9,6,8,4,0.5,84,9,4.4,1.6,0.0,Browsing,7,7.1,10.0
1759,13,Male,7.8,5.8,82,8,1.6,1,6,4,0.6,65,5,3.4,1.7,0.8,Other,4,5.9,10.0
1760,13,Female,6.0,7.7,88,1,1.2,3,1,9,1.2,100,18,1.8,2.1,2.2,Browsing,4,5.6,10.0
1761,13,Male,6.0,7.7,98,9,1.7,1,5,5,0.4,55,10,3.9,0.0,0.1,Browsing,5,8.2,9.2
1762,13,Male,3.1,5.6,88,0,1.6,3,9,3,0.1,74,9,5.0,0.7,0.9,Education,8,5.3,9.3
1763,19,Female,7.6,6.4,93,0,1.4,1,6,7,0.3,27,7,2.4,2.2,0.5,Social Media,5,8.5,10.0
1764,13,Male,5.5,6.3,97,5,1.1,6,2,9,2.0,126,19,2.5,1.2,1.3,Social Media,4,8.7,10.0
1765,17,Female,7.0,6.7,91,3,0.4,4,10,7,0.0,45,5,2.7,2.2,0.8,Browsing,3,6.1,10.0
1766,14,Female,5.0,7.0,64,3,1.4,9,7,2,1.3,107,9,3.0,0.4,0.5,Education,10,8.1,8.8
1767,16,Male,3.6,7.2,66,8,1.4,5,8,7,1.2,36,9,2.0,1.5,1.0,Gaming,5,4.7,6.0
1768,13,Male,4.8,6.2,76,4,1.3,6,4,3,0.8,43,8,3.0,0.0,0.0,Other,5,5.1,7.2
1769,15,Male,5.1,8.2,54,5,2.1,5,2,5,1.5,97,17,2.3,1.9,1.2,Gaming,8,4.0,10.0
1770,16,Male,4.1,5.4,62,6,1.0,8,9,6,2.1,62,9,2.3,0.0,1.6,Other,9,7.1,6.7
1771,18,Other,8.2,5.3,52,8,0.9,9,10,3,1.4,53,8,2.7,1.6,0.6,Browsing,8,8.4,10.0
1772,17,Female,3.8,8.2,62,4,0.0,8,9,2,0.4,133,18,4.6,1.5,1.2,Education,4,3.9,10.0
1773,19,Female,2.2,7.6,86,5,1.4,1,3,8,1.0,64,5,1.5,2.3,0.7,Education,7,8.9,4.5
1774,13,Other,6.6,7.3,50,6,1.4,6,9,1,0.6,57,8,1.4,0.2,1.2,Social Media,8,7.4,7.3
1775,18,Male,4.9,7.7,85,8,0.6,4,6,5,2.5,55,10,2.9,0.9,1.8,Browsing,1,6.1,8.0
1776,19,Female,7.6,3.8,52,9,0.1,1,10,10,0.8,25,20,2.0,1.4,1.7,Education,4,2.7,10.0
1777,15,Male,5.7,6.8,55,2,0.0,5,1,10,1.4,35,18,5.0,0.5,0.0,Browsing,9,4.9,10.0
1778,19,Other,1.9,5.8,69,5,0.6,2,3,2,0.8,51,13,3.7,2.4,1.6,Browsing,2,5.4,8.7
1779,16,Male,6.1,7.9,51,10,0.3,10,5,10,1.2,127,5,0.9,2.7,1.6,Education,3,3.9,9.3
1780,18,Female,2.5,7.9,88,9,0.2,10,1,5,0.0,90,9,3.5,1.7,1.4,Social Media,9,4.3,7.3
1781,17,Male,6.4,6.2,88,0,0.5,9,4,8,0.9,109,17,2.5,3.1,1.0,Education,8,4.3,10.0
1782,17,Female,6.4,7.2,89,7,0.3,8,8,1,1.0,86,8,2.8,0.0,1.3,Social Media,9,9.6,8.9
1783,15,Male,4.7,4.6,77,2,1.0,5,9,3,1.4,77,5,3.3,1.3,1.2,Education,4,7.7,9.5
1784,13,Other,4.5,9.8,59,10,0.9,6,8,7,0.9,39,18,2.2,1.6,1.6,Education,2,5.7,7.8
1785,16,Male,5.4,3.9,85,8,0.1,4,3,7,0.3,148,20,3.0,1.7,1.0,Gaming,5,8.0,10.0
1786,17,Female,5.3,7.3,96,10,0.8,3,2,1,1.2,103,7,1.6,1.4,0.0,Education,4,7.9,8.1
1787,16,Female,2.2,6.3,67,6,0.5,9,8,5,1.9,48,19,2.8,4.0,1.7,Social Media,2,2.8,10.0
1788,13,Female,5.6,5.4,95,6,0.1,2,10,3,1.8,38,13,2.1,1.2,0.5,Social Media,5,6.4,9.6
1789,18,Female,8.8,7.5,85,5,1.4,10,8,1,0.6,134,19,1.9,1.0,0.8,Education,8,3.7,10.0
1790,14,Other,2.9,4.8,51,7,1.8,3,7,3,1.0,123,13,3.1,2.5,0.7,Social Media,2,5.3,10.0
1791,16,Female,3.4,9.5,60,0,0.0,3,3,6,0.5,76,5,2.3,2.7,1.0,Other,1,7.1,6.2
1792,15,Female,4.9,6.7,95,0,1.3,6,1,4,1.1,59,18,2.4,1.2,0.1,Gaming,6,4.4,9.9
1793,19,Other,5.8,5.9,63,4,0.2,3,2,7,1.2,115,18,1.8,2.3,0.4,Other,5,8.6,10.0
1794,15,Female,3.8,6.1,80,1,0.1,4,10,10,1.5,67,6,2.6,2.2,1.5,Education,9,8.8,8.1
1795,18,Male,5.6,6.1,73,4,2.2,10,6,1,0.7,34,16,3.1,0.5,1.6,Other,9,5.9,10.0
1796,16,Female,6.5,7.1,60,6,1.0,1,6,7,0.6,49,19,2.2,1.5,0.4,Other,2,5.3,10.0
1797,13,Other,5.2,7.0,65,1,2.7,5,7,3,0.8,22,7,1.8,3.2,0.0,Browsing,4,6.4,8.5
1798,19,Female,4.4,6.4,76,6,1.2,6,1,8,1.6,33,7,3.1,2.6,1.5,Other,5,7.2,9.0
1799,19,Female,3.8,5.2,80,1,0.4,2,4,3,0.9,71,6,1.7,2.5,0.3,Social Media,2,7.6,8.0
1800,17,Female,5.7,7.4,72,2,0.8,1,6,3,1.8,110,16,3.0,1.3,0.7,Other,8,4.4,10.0
1801,13,Male,5.6,6.6,51,4,1.1,3,1,2,1.6,122,11,2.1,1.7,1.3,Education,1,6.9,10.0
1802,14,Other,5.8,3.6,95,4,2.5,3,7,2,0.9,61,15,3.9,0.3,0.0,Social Media,3,7.9,10.0
1803,14,Other,4.9,9.6,98,8,1.5,6,6,9,0.5,57,16,2.1,0.8,1.6,Social Media,7,9.6,7.3
1804,18,Other,5.8,5.5,88,7,0.9,9,10,6,0.6,85,18,1.7,0.1,1.7,Education,4,5.7,10.0
1805,16,Female,5.3,5.8,73,6,1.3,7,5,6,1.5,138,13,1.4,2.7,1.1,Education,4,4.0,10.0
1806,13,Male,8.7,7.7,79,4,1.0,5,6,7,1.5,48,18,2.8,0.9,1.8,Other,2,5.0,10.0
1807,13,Male,2.2,4.1,68,9,0.0,3,9,3,0.9,137,7,1.7,1.0,0.0,Social Media,10,4.1,7.0
1808,17,Female,6.0,4.2,56,8,1.1,2,7,1,1.0,46,9,1.4,1.7,0.4,Social Media,10,5.6,9.7
1809,13,Other,3.9,3.0,67,4,0.4,7,2,4,1.7,91,20,2.0,1.4,0.8,Browsing,7,7.8,10.0
1810,15,Female,7.2,7.8,95,2,1.2,5,6,8,1.2,134,16,2.3,1.4,1.4,Other,7,7.3,10.0
1811,15,Other,4.5,6.4,51,9,1.7,1,8,5,0.8,46,11,0.9,0.8,0.5,Gaming,10,10.7,6.1
1812,19,Male,3.7,7.0,52,0,2.1,8,2,8,1.6,119,14,3.2,3.4,0.8,Other,5,4.5,10.0
1813,14,Female,2.4,7.2,91,8,0.0,6,10,9,0.7,136,12,2.5,2.6,0.5,Browsing,8,6.7,9.0
1814,15,Male,6.7,5.6,78,7,0.9,10,8,2,1.9,47,9,1.7,2.6,2.2,Other,1,9.8,10.0
1815,13,Female,4.9,9.3,63,9,1.6,9,7,9,1.1,90,8,3.2,2.6,1.0,Browsing,1,5.9,9.4
1816,16,Female,5.1,8.9,62,7,3.5,2,4,7,1.5,80,7,1.7,1.2,1.6,Browsing,8,10.4,6.5
1817,18,Female,8.0,6.1,76,5,1.4,7,10,7,0.8,50,15,4.0,1.6,0.0,Social Media,8,11.3,10.0
1818,14,Female,4.6,6.2,56,4,1.1,5,9,5,0.7,120,6,2.4,0.7,1.2,Social Media,8,4.4,8.2
1819,14,Other,5.0,7.1,55,9,2.2,10,4,7,0.9,86,16,2.1,2.1,1.0,Gaming,5,7.0,10.0
1820,14,Other,4.2,7.7,52,10,0.8,10,9,7,1.6,73,20,2.5,0.9,0.0,Social Media,2,7.6,9.2
1821,17,Female,5.6,4.5,84,5,0.9,1,2,5,0.8,89,20,2.4,2.1,1.2,Gaming,10,5.0,10.0
1822,14,Other,5.8,9.3,86,4,0.7,2,9,6,0.6,44,12,0.2,2.3,1.1,Gaming,8,8.0,6.9
1823,15,Other,4.4,3.2,57,0,1.0,4,10,1,0.5,27,5,2.7,1.0,0.8,Education,3,1.1,8.0
1824,16,Female,6.7,7.9,87,8,1.6,9,7,2,0.6,135,14,2.8,1.4,0.6,Other,5,6.5,10.0
1825,16,Female,5.8,7.6,87,9,1.1,10,1,1,1.5,71,8,2.3,0.6,2.7,Other,4,6.2,7.9
1826,18,Other,6.6,3.6,71,3,2.2,2,9,1,1.2,145,13,3.1,1.4,1.7,Other,5,5.6,10.0
1827,17,Female,7.6,3.9,81,7,0.7,8,6,7,2.1,50,6,1.6,0.0,1.3,Education,7,10.1,9.4
1828,14,Male,6.4,5.5,82,7,0.5,1,9,9,0.3,64,12,5.0,0.3,0.0,Gaming,2,8.7,10.0
1829,16,Female,1.7,5.2,68,9,2.7,5,3,6,1.6,124,8,2.4,1.0,1.1,Social Media,10,6.7,6.6
1830,16,Other,5.6,7.0,85,10,0.9,8,10,5,0.7,141,14,2.5,0.0,1.5,Social Media,2,8.3,10.0
1831,13,Female,2.9,8.3,50,1,0.0,6,4,2,0.7,53,18,2.7,2.9,1.0,Other,1,3.7,9.0
1832,17,Male,4.2,6.9,87,9,0.2,9,6,6,1.0,117,13,1.3,2.3,1.1,Browsing,10,2.3,9.3
1833,14,Other,4.9,6.8,91,3,2.3,7,5,7,1.5,77,16,3.0,1.9,0.6,Browsing,7,2.1,10.0
1834,17,Female,3.8,9.7,75,8,0.8,6,10,4,1.4,115,10,1.0,2.6,2.2,Browsing,5,6.3,6.8
1835,14,Other,7.1,5.0,82,0,0.8,10,9,10,1.3,28,15,2.2,0.7,0.6,Other,3,3.2,10.0
1836,18,Other,5.5,5.3,100,8,1.8,7,3,3,1.5,148,20,2.7,0.7,1.5,Education,5,6.1,10.0
1837,15,Male,4.3,6.1,59,10,0.6,4,3,6,0.6,88,15,2.0,0.3,0.2,Other,8,2.6,8.3
1838,15,Female,2.6,7.1,78,7,1.4,7,10,8,1.5,129,20,3.3,3.2,0.2,Other,3,8.1,10.0
1839,18,Male,3.4,8.0,51,9,0.3,10,10,2,0.6,98,6,2.6,2.3,1.7,Other,4,2.7,7.5
1840,17,Other,3.5,7.2,65,4,1.2,2,8,8,0.1,113,12,0.8,0.6,1.2,Social Media,2,6.0,6.0
1841,15,Female,7.0,7.6,87,5,0.0,7,6,10,0.9,32,18,2.0,0.0,0.6,Education,2,4.7,9.4
1842,17,Male,4.3,3.9,56,8,1.0,2,6,3,1.1,22,11,1.6,1.6,0.4,Browsing,7,3.1,8.2
1843,18,Other,7.5,5.0,54,2,0.6,5,2,1,1.8,106,18,1.8,1.2,2.8,Gaming,9,6.6,10.0
1844,14,Female,4.6,7.1,58,7,0.8,9,5,2,0.8,55,14,2.1,1.4,2.5,Social Media,10,4.7,8.4
1845,15,Other,4.7,8.9,87,7,1.1,10,4,8,1.3,87,12,3.1,1.4,1.0,Other,10,3.2,8.9
1846,19,Male,5.3,4.4,85,7,2.0,9,3,3,1.6,49,14,2.4,1.4,1.0,Social Media,10,5.3,10.0
1847,16,Female,6.6,7.0,99,10,3.4,8,6,1,1.2,127,12,3.4,2.9,1.6,Other,5,8.1,10.0
1848,13,Female,4.2,6.5,70,5,1.0,8,9,1,1.8,71,5,1.7,2.4,1.1,Social Media,7,5.0,7.5
1849,15,Other,5.4,8.7,61,4,0.2,9,9,5,1.6,95,18,3.4,3.1,1.2,Browsing,4,4.0,10.0
1850,15,Female,1.2,8.2,77,2,1.3,1,2,4,0.8,150,17,2.9,2.3,0.9,Other,9,6.9,8.7
1851,13,Female,3.6,7.7,51,3,0.3,3,1,10,0.9,81,12,2.9,1.5,1.4,Browsing,7,7.5,8.2
1852,16,Female,4.1,6.0,80,6,1.3,9,2,9,1.0,149,14,1.8,1.9,1.2,Browsing,1,5.8,10.0
1853,16,Female,6.1,7.3,70,7,0.7,7,4,6,1.0,123,9,2.9,1.0,1.0,Other,4,5.1,10.0
1854,19,Male,3.5,4.5,73,0,2.0,7,3,5,0.2,60,9,1.7,1.9,0.5,Education,9,6.1,7.8
1855,19,Other,2.3,4.5,61,2,0.3,2,9,3,0.2,78,9,1.9,3.1,0.5,Education,9,6.2,8.4
1856,13,Female,5.3,5.9,83,5,1.4,2,2,8,0.4,97,5,2.7,0.9,2.3,Browsing,5,4.7,8.9
1857,17,Female,4.5,6.3,72,9,2.0,6,9,10,1.1,93,14,3.1,0.8,0.7,Browsing,9,4.1,9.9
1858,15,Female,6.6,4.2,61,3,1.0,6,3,6,1.3,86,13,2.2,3.2,0.7,Gaming,5,5.4,10.0
1859,14,Other,2.5,9.8,59,4,1.7,3,6,6,0.9,46,9,1.6,0.9,0.8,Education,6,3.3,2.8
1860,16,Other,4.1,6.9,99,8,0.0,10,2,6,2.2,31,13,1.8,2.2,1.7,Other,10,6.3,7.9
1861,16,Male,1.7,7.3,92,7,1.9,6,8,5,1.7,39,12,3.8,1.1,1.3,Education,8,6.6,6.1
1862,15,Other,7.6,5.7,56,1,0.0,7,1,7,1.0,75,14,1.6,1.1,1.4,Browsing,6,4.1,10.0
1863,18,Female,3.9,7.2,80,3,2.7,10,4,4,0.7,92,16,1.1,2.5,0.3,Gaming,3,6.3,8.9
1864,18,Other,6.2,7.2,58,10,0.7,3,6,4,1.0,31,12,2.3,0.5,2.4,Social Media,7,7.5,8.4
1865,14,Male,7.3,6.6,99,2,1.8,1,2,9,0.7,30,9,3.8,1.1,0.6,Browsing,7,6.4,10.0
1866,18,Other,8.4,6.9,75,0,1.8,1,6,4,1.3,48,10,1.3,1.7,0.3,Browsing,5,3.8,10.0
1867,15,Male,0.6,7.9,100,5,1.3,6,8,2,1.0,65,13,2.9,2.1,1.4,Other,3,4.6,5.6
1868,15,Other,7.1,4.9,66,3,0.6,10,7,1,0.4,121,14,3.2,1.4,0.8,Education,3,5.5,10.0
1869,15,Other,3.3,5.3,51,2,1.6,5,2,3,0.8,102,15,0.6,1.8,0.8,Gaming,1,3.5,8.1
